,sofifa_id,short_name,short_name,long_name,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,club_name,nationality_id,nationality_name
245,177600,Beñat,Beñat,Beñat Etxebarria Urkiaga,12000000.0,80000.0,27,175,72,448.0,Athletic Club de Bilbao,45,Spain
246,177644,Kiko Casilla,Kiko Casilla,Francisco Casilla Cortés,10500000.0,90000.0,27,191,84,452.0,RCD Espanyol de Barcelona,45,Spain
247,177934,S. Sam,S. Sam,Sidney Sam,14000000.0,110000.0,26,174,68,34.0,FC Schalke 04,21,Germany
248,178005,Rui Patrício,Rui Patrício,Rui Pedro dos Santos Patrício,11500000.0,110000.0,26,190,85,237.0,Sporting CP,38,Portugal
249,178007,Miguel Veloso,Miguel Veloso,Miguel Luís Pinto Veloso,,,28,180,78,,,38,Portugal
251,178562,É. Banega,É. Banega,Éver Maximiliano David Banega,12500000.0,90000.0,26,174,71,481.0,Sevilla FC,52,Argentina
252,179527,L. Rémy,L. Rémy,Loïc Alex Teliére Hubert Rémy,13000000.0,120000.0,27,184,76,5.0,Chelsea,18,France
253,179645,S. Kjær,S. Kjær,Simon Thorup Kjær,11000000.0,80000.0,25,190,82,65.0,LOSC Lille,13,Denmark
254,179847,F. Fazio,F. Fazio,Federico Julián Fazio,10500000.0,90000.0,27,195,91,18.0,Tottenham Hotspur,52,Argentina
255,183284,A. Chedjou,A. Chedjou,Aurélien Bayard Chedjou Fongang,9000000.0,90000.0,29,184,86,325.0,Galatasaray SK,103,Cameroon
256,184111,C. Benteke,C. Benteke,Christian Benteke Liolo,12000000.0,70000.0,23,190,83,2.0,Aston Villa,7,Belgium
257,185020,José Callejón,José Callejón,José María Callejón Bueno,13000000.0,100000.0,27,178,73,48.0,Napoli,45,Spain
258,186153,W. Szczęsny,W. Szczęsny,Wojciech Tomasz Szczęsny,10500000.0,90000.0,24,196,84,1.0,Arsenal,37,Poland
260,187607,A. Dzyuba,A. Dzyuba,Artem Dzyuba,13500000.0,90000.0,25,194,91,100767.0,Spartak Moskva,40,Russia
261,187961,Paulinho,Paulinho,José Paulo Bezzera Maciel Júnior,12000000.0,90000.0,25,181,77,18.0,Tottenham Hotspur,54,Brazil
262,188791,A. Costa,A. Costa,Alberto Facundo Costa,10500000.0,90000.0,29,176,75,100767.0,Spartak Moskva,52,Argentina
263,188943,K. Trapp,K. Trapp,Kevin Trapp,9500000.0,60000.0,23,189,83,1824.0,Eintracht Frankfurt,21,Germany
265,189354,Susaeta,Susaeta,Markel Susaeta Laskurain,14000000.0,80000.0,26,179,68,448.0,Athletic Club de Bilbao,45,Spain
266,189513,Parejo,Parejo,Daniel Parejo Muñoz,12000000.0,80000.0,25,180,75,461.0,Valencia CF,45,Spain
267,189575,Muniaín,Muniaín,Iker Muniaín Goñi,9500000.0,60000.0,21,169,63,448.0,Athletic Club de Bilbao,45,Spain
268,190483,Douglas Costa,Douglas Costa,Douglas Costa de Souza,12000000.0,90000.0,23,170,73,101059.0,Shakhtar Donetsk,54,Brazil
269,190531,E. Mangala,E. Mangala,Eliaquim Mangala,9000000.0,90000.0,23,187,84,10.0,Manchester City,18,France
271,192366,N. Otamendi,N. Otamendi,Nicolás Hernán Gonzalo Otamendi,11000000.0,90000.0,26,183,75,461.0,Valencia CF,52,Argentina
273,192505,R. Lukaku,R. Lukaku,Romelu Lukaku Menama,10500000.0,60000.0,21,190,94,7.0,Everton,7,Belgium
275,192620,H. Badstuber,H. Badstuber,Holger Badstuber,11000000.0,100000.0,25,190,84,21.0,FC Bayern München,21,Germany
276,193116,M. Gonalons,M. Gonalons,Maxime Gonalons,10500000.0,90000.0,25,187,76,66.0,Olympique Lyonnais,18,France
277,193348,X. Shaqiri,X. Shaqiri,Xherdan Shaqiri,9500000.0,90000.0,22,169,72,21.0,FC Bayern München,47,Switzerland
278,193352,R. Rodriguez,R. Rodriguez,Ricardo Iván Rodríguez Araya,8000000.0,70000.0,21,180,77,175.0,VfL Wolfsburg,47,Switzerland
279,195086,D. Lovren,D. Lovren,Dejan Lovren,10500000.0,80000.0,24,188,84,9.0,Liverpool,10,Croatia
280,196432,E. Pérez,E. Pérez,Enzo Nicolás Pérez,11000000.0,110000.0,28,177,77,234.0,SL Benfica,52,Argentina
281,198329,Rodrigo,Rodrigo,Rodrigo Moreno Machado,12000000.0,90000.0,23,180,70,461.0,Valencia CF,45,Spain
282,199434,D. Tadić,D. Tadić,Dušan Tadić,13500000.0,70000.0,25,181,76,17.0,Southampton,51,Serbia
284,199835,C. Emenike,C. Emenike,Chinenye Emenike,13000000.0,110000.0,27,182,90,326.0,Fenerbahçe SK,133,Nigeria
285,202166,J. Draxler,J. Draxler,Julian Draxler,9500000.0,80000.0,20,187,75,34.0,FC Schalke 04,21,Germany
286,202652,R. Sterling,R. Sterling,Raheem Sterling,10000000.0,80000.0,19,170,69,9.0,Liverpool,14,England
287,204525,Iñigo Martínez,Iñigo Martínez,Íñigo Martínez Berridi,9000000.0,80000.0,23,181,77,457.0,Real Sociedad,45,Spain
288,205525,Bernard,Bernard,Bernard Anício Caldeira Duarte,10500000.0,90000.0,21,164,57,101059.0,Shakhtar Donetsk,54,Brazil
292,5471,F. Lampard,F. Lampard,Frank Lampard,110000.0,80000.0,36,184,89,10.0,Manchester City,14,England
293,7289,R. Ferdinand,R. Ferdinand,Rio Ferdinand,1200000.0,45000.0,35,196,86,15.0,Queens Park Rangers,14,England
294,7743,L. Donovan,L. Donovan,Landon Donovan,5500000.0,100000.0,32,173,73,697.0,LA Galaxy,95,United States
295,21146,M. Carrick,M. Carrick,Michael Carrick,5500000.0,100000.0,32,188,74,11.0,Manchester United,14,England
296,25420,C. Pizarro,C. Pizarro,Claudio Miguel Pizarro Bossio,3000000.0,80000.0,35,184,84,21.0,FC Bayern München,59,Peru
297,48745,F. Coloccini,F. Coloccini,Fabricio Coloccini,4500000.0,60000.0,32,184,83,13.0,Newcastle United,52,Argentina
299,53914,P. Jagielka,P. Jagielka,Phil Jagielka,5000000.0,60000.0,31,183,83,7.0,Everton,14,England
301,120312,M. Dawson,M. Dawson,Michael Dawson,5500000.0,60000.0,30,188,76,1952.0,Hull City,14,England
302,134979,M. Demichelis,M. Demichelis,Martín Gastón Demichelis,3400000.0,80000.0,33,184,78,10.0,Manchester City,52,Argentina
303,135455,Maicon,Maicon,Maicon Douglas Sisenando,4500000.0,80000.0,32,184,77,52.0,Roma,54,Brazil
304,137677,M. Vorm,M. Vorm,Michel Vorm,7500000.0,80000.0,30,182,87,18.0,Tottenham Hotspur,34,Netherlands
305,138726,J. Lescott,J. Lescott,Joleon Lescott,5000000.0,60000.0,31,188,89,109.0,West Bromwich Albion,14,England
306,139062,W. Caballero,W. Caballero,Wilfredo Daniel Caballero,6500000.0,90000.0,32,186,80,10.0,Manchester City,52,Argentina
307,139094,Helton,Helton,Helton da Silva Arruda,3600000.0,70000.0,36,189,80,236.0,FC Porto,54,Brazil
309,139997,D. Srna,D. Srna,Darijo Srna,4500000.0,100000.0,32,178,72,101059.0,Shakhtar Donetsk,10,Croatia
310,142780,G. Rodríguez,G. Rodríguez,Gonzalo Javier Rodríguez,5500000.0,80000.0,30,182,79,110374.0,Fiorentina,52,Argentina
312,146482,Xabi Prieto,Xabi Prieto,Xabier Prieto Argarate,7500000.0,80000.0,30,186,76,457.0,Real Sociedad,45,Spain
313,146741,Arbeloa,Arbeloa,Álvaro Arbeloa Coca,5000000.0,100000.0,31,184,79,243.0,Real Madrid CF,45,Spain
314,146760,Juanfran,Juanfran,Juan Francisco Torres Belén,6000000.0,100000.0,29,180,72,240.0,Atlético de Madrid,45,Spain
315,148138,I. Olić,I. Olić,Ivica Olić,4100000.0,70000.0,34,182,85,175.0,VfL Wolfsburg,10,Croatia
316,148224,Raúl Meireles,Raúl Meireles,Raúl José Trindade Meireles,6000000.0,100000.0,31,180,78,326.0,Fenerbahçe SK,38,Portugal
317,152747,A. Lennon,A. Lennon,Aaron Lennon,8000000.0,90000.0,27,165,63,18.0,Tottenham Hotspur,14,England
319,157304,T. Vermaelen,T. Vermaelen,Thomas Vermaelen,6500000.0,110000.0,28,182,75,241.0,FC Barcelona,7,Belgium
320,157960,Manuel Fernandes,Manuel Fernandes,Manuel Henrique Tavares Fernandes,7500000.0,90000.0,28,175,69,100765.0,FC Lokomotiv Moscow,38,Portugal
321,158810,G. Inler,G. Inler,Gökhan İnler,5000000.0,80000.0,30,183,80,48.0,Napoli,47,Switzerland
322,161754,Javi García,Javi García,Francisco Javier García Fernández,7000000.0,110000.0,27,185,80,100769.0,Zenit St. Petersburg,45,Spain
323,161805,V. Behrami,V. Behrami,Valon Behrami,6000000.0,60000.0,29,185,78,28.0,Hamburger SV,47,Switzerland
325,163418,Y. Kaboul,Y. Kaboul,Younès Kaboul,6500000.0,90000.0,28,191,87,18.0,Tottenham Hotspur,18,France
326,163711,L. Diarra,L. Diarra,Lassana Diarra,6000000.0,80000.0,29,173,73,100765.0,FC Lokomotiv Moscow,18,France
327,163824,A. Williams,A. Williams,Ashley Williams,6000000.0,60000.0,29,181,91,1960.0,Swansea City,50,Wales
328,167599,R. Elm,R. Elm,Rasmus Elm,7500000.0,110000.0,26,184,75,315.0,PFC CSKA Moscow,46,Sweden
329,167614,R. Shirokov,R. Shirokov,Roman Shirokov,5500000.0,90000.0,32,187,83,100767.0,Spartak Moskva,40,Russia
331,168585,R. Vlaar,R. Vlaar,Ron Peter Vlaar,6000000.0,60000.0,29,189,79,2.0,Aston Villa,34,Netherlands
332,169051,F. Guarín,F. Guarín,Fredy Alejandro Guarín Vásquez,7500000.0,110000.0,28,183,77,44.0,Inter,56,Colombia
334,170597,T. Krul,T. Krul,Tim Krul,8000000.0,80000.0,26,193,83,13.0,Newcastle United,34,Netherlands
335,170664,C. Rodríguez,C. Rodríguez,Cristian Gabriel Rodríguez Barrotti,7500000.0,110000.0,28,178,81,240.0,Atlético de Madrid,60,Uruguay
336,171018,Mario Suárez,Mario Suárez,Mario Suárez Mata,8000000.0,110000.0,27,188,80,240.0,Atlético de Madrid,45,Spain
337,171579,Raúl García,Raúl García,Raúl García Escudero,8000000.0,110000.0,27,184,81,240.0,Atlético de Madrid,45,Spain
338,171688,Fábio Coentrão,Fábio Coentrão,Fábio Alexandre da Silva Coentrão,8000000.0,110000.0,26,179,70,243.0,Real Madrid CF,38,Portugal
339,172294,Mikel Gonzalez,Mikel Gonzalez,Mikel González de Martín Martínez,6500000.0,90000.0,28,190,79,457.0,Real Sociedad,45,Spain
340,176266,Lucas Leiva,Lucas Leiva,Lucas Pezzini Leiva,7000000.0,100000.0,27,179,73,9.0,Liverpool,54,Brazil
341,176600,K. Gameiro,K. Gameiro,Kévin Gameiro,9000000.0,110000.0,27,178,72,481.0,Sevilla FC,18,France
342,176619,A. Ramos,A. Ramos,Gustavo Adrián Ramos Vásquez,8500000.0,110000.0,28,186,81,22.0,Borussia Dortmund,56,Colombia
343,176769,Jonas,Jonas,Jonas Gonçalves Oliveira,7500000.0,100000.0,30,181,73,234.0,SL Benfica,54,Brazil
344,176944,M. Fellaini,M. Fellaini,Marouane Fellaini-Bakkioui,7500000.0,110000.0,26,194,85,11.0,Manchester United,7,Belgium
345,177683,Y. Sommer,Y. Sommer,Yann Sommer,7500000.0,60000.0,25,183,79,23.0,Borussia Mönchengladbach,47,Switzerland
346,178509,O. Giroud,O. Giroud,Olivier Giroud,9000000.0,120000.0,27,192,88,1.0,Arsenal,18,France
347,178518,R. Nainggolan,R. Nainggolan,Radja Nainggolan,9000000.0,90000.0,26,176,65,52.0,Roma,7,Belgium
348,178750,Sergio Asenjo,Sergio Asenjo,Sergio Asenjo Andrés,7500000.0,60000.0,25,182,84,483.0,Villarreal CF,45,Spain
349,179605,A. Taarabt,A. Taarabt,Adel Taarabt,9500000.0,70000.0,25,177,69,15.0,Queens Park Rangers,129,Morocco
351,179875,D. N'Doye,D. N'Doye,Dame N'Doye,8000000.0,80000.0,29,186,81,100765.0,FC Lokomotiv Moscow,136,Senegal
353,180819,A. Lallana,A. Lallana,Adam David Lallana,9500000.0,100000.0,26,173,72,9.0,Liverpool,14,England
354,181786,V. Ćorluka,V. Ćorluka,Vedran Ćorluka,6500000.0,90000.0,28,192,84,100765.0,FC Lokomotiv Moscow,10,Croatia
355,182495,M. Cáceres,M. Cáceres,José Martín Cáceres Silva,7500000.0,110000.0,27,182,77,45.0,Juventus,60,Uruguay
357,183187,V. Stocker,V. Stocker,Valentin Stocker,8500000.0,60000.0,25,179,72,166.0,Hertha BSC,47,Switzerland
358,184120,Bruno,Bruno,Bruno Soriano Llido,6500000.0,60000.0,30,184,74,483.0,Villarreal CF,45,Spain
359,184134,Fernando,Fernando,Fernando Francisco Reges,7500000.0,110000.0,26,185,76,10.0,Manchester City,54,Brazil
360,184312,J. Biabiany,J. Biabiany,Jonathan Ludovic Biabiany,9500000.0,80000.0,26,177,70,50.0,Parma,18,France
362,184432,Azpilicueta,Azpilicueta,César Azpilicueta Tanco,7500000.0,90000.0,24,178,75,5.0,Chelsea,45,Spain
364,186148,R. Zieler,R. Zieler,Ron-Robert Zieler,7500000.0,60000.0,25,188,83,485.0,Hannover 96,21,Germany
365,186547,M. Musacchio,M. Musacchio,Mateo Pablo Musacchio,6500000.0,60000.0,23,182,80,483.0,Villarreal CF,52,Argentina
366,186569,S. Ulreich,S. Ulreich,Sven Ulreich,7500000.0,60000.0,25,192,84,36.0,VfB Stuttgart,21,Germany
367,186581,K. Honda,K. Honda,本田 圭佑,8500000.0,120000.0,28,182,76,47.0,AC Milan,163,Japan
368,186832,K. Asamoah,K. Asamoah,Kwadwo Asamoah,8500000.0,90000.0,25,178,78,45.0,Juventus,117,Ghana
369,187735,A. Dzagoev,A. Dzagoev,Alan Dzagoev,9000000.0,100000.0,24,179,70,315.0,PFC CSKA Moscow,40,Russia
370,188081,Alex Teixeira,Alex Teixeira,Alex Teixeira dos Santos,9000000.0,90000.0,24,173,70,101059.0,Shakhtar Donetsk,54,Brazil
373,188829,N. Nkoulou,N. Nkoulou,Nicolas N'Koulou,7500000.0,100000.0,24,180,77,219.0,Olympique de Marseille,103,Cameroon
375,189560,Iborra,Iborra,Vicente Iborra de la Fuente,7500000.0,90000.0,26,195,88,481.0,Sevilla FC,45,Spain
376,189690,Guaita,Guaita,Vicente Guaita Panadero,7500000.0,80000.0,27,190,81,1860.0,Getafe CF,45,Spain
377,190547,K. Glik,K. Glik,Kamil Jacek Glik,8000000.0,70000.0,26,190,80,54.0,Torino F.C.,37,Poland
378,190584,Illarramendi,Illarramendi,Asier Illarramendi Andonegi,8000000.0,90000.0,24,179,76,243.0,Real Madrid CF,45,Spain
379,190782,Sandro,Sandro,Sandro Raniere Guimarães Cordeiro,7000000.0,60000.0,25,187,75,15.0,Queens Park Rangers,54,Brazil
380,190815,D. Blind,D. Blind,Daley Blind,7000000.0,100000.0,24,180,72,11.0,Manchester United,34,Netherlands
381,190972,E. Salvio,E. Salvio,Eduardo Antonio Salvio,7500000.0,90000.0,23,171,70,234.0,SL Benfica,52,Argentina
382,191043,Alex Sandro,Alex Sandro,Alex Sandro Lobo Silva,6500000.0,90000.0,23,180,78,236.0,FC Porto,54,Brazil
383,191180,J. Pastore,J. Pastore,Javier Matías Pastore,8500000.0,100000.0,25,187,78,73.0,Paris Saint-Germain,52,Argentina
384,191740,Ander Herrera,Ander Herrera,Ander Herrera Agüera,8000000.0,90000.0,24,182,73,11.0,Manchester United,45,Spain
385,193041,K. Navas,K. Navas,Keylor Navas Gamboa,7500000.0,110000.0,27,185,78,243.0,Real Madrid CF,72,Costa Rica
386,193301,A. Lacazette,A. Lacazette,Alexandre Lacazette,8000000.0,100000.0,23,175,73,66.0,Olympique Lyonnais,18,France
387,193469,Víctor Ruíz,Víctor Ruíz,Víctor Ruíz Torre,7500000.0,60000.0,25,184,80,483.0,Villarreal CF,45,Spain
388,193476,R. Cabella,R. Cabella,Rémy Cabella,9000000.0,70000.0,24,172,66,13.0,Newcastle United,18,France
389,194957,P. Jones,P. Jones,Phil Jones,5500000.0,90000.0,22,183,71,11.0,Manchester United,14,England
390,197242,G. Krychowiak,G. Krychowiak,Grzegorz Krychowiak,7000000.0,80000.0,24,186,85,481.0,Sevilla FC,37,Poland
391,198076,A. Abdennour,A. Abdennour,Aymen Abdennour,7500000.0,60000.0,24,187,84,69.0,AS Monaco,145,Tunisia
393,199416,Ibai Gómez,Ibai Gómez,Ibai Gómez Pérez,8000000.0,60000.0,24,177,72,448.0,Athletic Club de Bilbao,45,Spain
394,199987,J. Cillessen,J. Cillessen,Jasper Cillessen,7500000.0,90000.0,25,188,82,245.0,Ajax,34,Netherlands
395,200454,Paco Alcácer,Paco Alcácer,Francisco Alcácer García,7500000.0,70000.0,20,174,74,461.0,Valencia CF,45,Spain
396,200610,K. Volland,K. Volland,Kevin Volland,6500000.0,50000.0,21,179,82,10029.0,TSG Hoffenheim,21,Germany
397,201862,M. Rojo,M. Rojo,Faustino Marcos Alberto Rojo,7500000.0,100000.0,24,186,82,11.0,Manchester United,52,Argentina
398,202477,Deulofeu,Deulofeu,Gerard Deulofeu Lázaro,7500000.0,70000.0,20,179,73,481.0,Sevilla FC,45,Spain
399,204963,Carvajal,Carvajal,Daniel Carvajal Ramos,5500000.0,90000.0,22,173,73,243.0,Real Madrid CF,45,Spain
400,206407,João Pereira,João Pereira,João Pedro da Silva Pereira,5500000.0,80000.0,30,172,64,461.0,Valencia CF,38,Portugal
403,1625,T. Henry,T. Henry,Thierry Henry,925000.0,60000.0,36,188,83,689.0,New York Red Bulls,18,France
404,5485,S. Kehl,S. Kehl,Sebastian Kehl,1900000.0,60000.0,34,188,80,22.0,Borussia Dortmund,21,Germany
405,11983,B. Friedel,B. Friedel,Brad Friedel,1400000.0,35000.0,43,188,92,18.0,Tottenham Hotspur,95,United States
406,20209,Ricardo Costa,Ricardo Costa,Ricardo Miguel Moreira da Costa,,,33,183,80,,,38,Portugal
407,31831,K. Källström,K. Källström,Kim Källström,6000000.0,80000.0,31,185,83,100767.0,Spartak Moskva,46,Sweden
408,45186,Joaquín,Joaquín,Joaquín Sánchez Rodríguez,6500000.0,70000.0,32,179,75,110374.0,Fiorentina,45,Spain
409,49072,D. Forlán,D. Forlán,Diego Forlán Corazo,,,35,180,78,,,60,Uruguay
410,105454,Z. Tošić,Z. Tošić,Zoran Tošić,8000000.0,90000.0,27,171,68,315.0,PFC CSKA Moscow,51,Serbia
411,110677,Moyá,Moyá,Miguel Ángel Moyá Rumbo,7500000.0,70000.0,30,189,82,240.0,Atlético de Madrid,45,Spain
412,114764,Iraizoz,Iraizoz,Gorka Iraizoz Moreno,6000000.0,35000.0,33,191,89,448.0,Athletic Club de Bilbao,45,Spain
413,115909,Rubén Castro,Rubén Castro,Rubén Castro Martín,5000000.0,35000.0,33,174,72,449.0,Real Betis Balompié,45,Spain
416,121122,S. Rolfes,S. Rolfes,Simon Rolfes,4100000.0,70000.0,32,191,83,32.0,Bayer 04 Leverkusen,21,Germany
419,134744,A. Hutchinson,A. Hutchinson,Atiba Hutchinson,4700000.0,80000.0,31,187,73,327.0,Beşiktaş JK,70,Canada
420,136553,Lee Dong Gook,Lee Dong Gook,이동국 李东国,3000000.0,60000.0,35,187,83,1477.0,Jeonbuk Hyundai Motors,167,South Korea
422,138123,E. Cambiasso,E. Cambiasso,Esteban Matías Cambiasso Delau,3000000.0,35000.0,33,177,78,95.0,Leicester City,52,Argentina
423,138412,J. Milner,J. Milner,James Philip Milner,7500000.0,90000.0,28,176,70,10.0,Manchester City,14,England
426,142708,D. Milito,D. Milito,Diego Alberto Milito,3000000.0,70000.0,35,183,78,101085.0,Racing Club,52,Argentina
429,146011,I. Uche,I. Uche,Ikechukwu Uche,7500000.0,60000.0,30,175,73,483.0,Villarreal CF,133,Nigeria
430,146111,Mikel Rico,Mikel Rico,Mikel Rico Moreno,7000000.0,45000.0,29,178,76,448.0,Athletic Club de Bilbao,45,Spain
431,146460,Javi Fuego,Javi Fuego,Javier Fuego Martínez,5000000.0,60000.0,30,181,76,461.0,Valencia CF,45,Spain
432,147621,A. Samedov,A. Samedov,Aleksandr Samedov,7000000.0,60000.0,29,177,75,100765.0,FC Lokomotiv Moscow,40,Russia
433,148122,V. Berezutskiy,V. Berezutskiy,Vasiliy Berezutskiy,4500000.0,80000.0,32,189,87,315.0,PFC CSKA Moscow,40,Russia
434,152908,A. Young,A. Young,Ashley Young,7500000.0,100000.0,28,175,65,11.0,Manchester United,14,England
435,153244,A. Gignac,A. Gignac,André-Pierre Christian Gignac,8500000.0,100000.0,28,186,84,219.0,Olympique de Marseille,18,France
436,154950,Y. Zhirkov,Y. Zhirkov,Yuriy Zhirkov,6500000.0,70000.0,30,180,75,312.0,Dinamo Moscow,40,Russia
438,155887,M. Bradley,M. Bradley,Michael Bradley,9000000.0,80000.0,26,188,79,111651.0,Toronto FC,95,United States
439,158121,B. Costil,B. Costil,Benoît Costil,8000000.0,60000.0,26,187,83,74.0,Stade Rennais FC,18,France
440,158138,A. Hunt,A. Hunt,Aaron Hunt,9000000.0,80000.0,27,183,73,175.0,VfL Wolfsburg,21,Germany
442,158856,C. Gentner,C. Gentner,Christian Gentner,7500000.0,60000.0,28,189,81,36.0,VfB Stuttgart,21,Germany
443,159145,B. Gomis,B. Gomis,Bafétimbi Fredius Gomis,8500000.0,70000.0,28,184,77,1960.0,Swansea City,18,France
444,160310,Jesús Gámez,Jesús Gámez,Jesús Gámez Duarte,6000000.0,80000.0,29,182,77,240.0,Atlético de Madrid,45,Spain
445,160766,J. Ménez,J. Ménez,Jérémy Ménez,9000000.0,100000.0,27,182,73,47.0,AC Milan,18,France
446,161648,H. Ben Arfa,H. Ben Arfa,Hatem Ben Arfa,8000000.0,60000.0,27,178,76,1952.0,Hull City,18,France
447,163083,Rolando,Rolando,Rolando Jorge Pires da Fonseca,6500000.0,90000.0,28,190,80,236.0,FC Porto,38,Portugal
448,163155,B. Foster,B. Foster,Ben Foster,7000000.0,50000.0,31,193,90,109.0,West Bromwich Albion,14,England
450,164477,J. Mikel,J. Mikel,John Obi Mikel,7000000.0,100000.0,27,188,83,5.0,Chelsea,133,Nigeria
451,164505,B. Guzan,B. Guzan,Bradley Guzan,8000000.0,50000.0,29,193,95,2.0,Aston Villa,95,United States
452,164876,Michu,Michu,Miguel Pérez Cuesta,8500000.0,80000.0,28,185,80,48.0,Napoli,45,Spain
453,165501,N. Pareja,N. Pareja,Nicolás Martín Pareja,5500000.0,70000.0,30,181,74,481.0,Sevilla FC,52,Argentina
455,169596,R. Shawcross,R. Shawcross,Ryan Shawcross,8000000.0,60000.0,26,191,76,1806.0,Stoke City,14,England
456,170368,E. Lamela,E. Lamela,Erik Lamela,6500000.0,60000.0,22,183,70,18.0,Tottenham Hotspur,52,Argentina
458,172124,M. Sow,M. Sow,Moussa Sow,7500000.0,100000.0,28,180,81,326.0,Fenerbahçe SK,136,Senegal
459,172316,Coke,Coke,Jorge Andújar Moreno,7500000.0,80000.0,27,176,72,481.0,Sevilla FC,45,Spain
460,172672,Varela,Varela,Silvestre Manuel Gonçalves Varela,7000000.0,60000.0,29,179,79,109.0,West Bromwich Albion,38,Portugal
463,173432,H. Moreno,H. Moreno,Héctor Alfredo Moreno Herrera,8000000.0,80000.0,26,184,80,452.0,RCD Espanyol de Barcelona,83,Mexico
464,173818,Adrián,Adrián,Adrián López Álvarez,9500000.0,100000.0,26,183,73,236.0,FC Porto,45,Spain
465,174379,G. Castro,G. Castro,Gonzalo Castro Irizábal,7000000.0,70000.0,29,176,70,457.0,Real Sociedad,60,Uruguay
468,176571,A. Ayew,A. Ayew,André Ayew Pelé,8000000.0,80000.0,24,176,72,219.0,Olympique de Marseille,117,Ghana
469,176794,O. Toivonen,O. Toivonen,Ola Toivonen,9000000.0,70000.0,27,191,75,74.0,Stade Rennais FC,46,Sweden
471,176949,B. Ruíz,B. Ruíz,Bryan Ruiz González,8500000.0,70000.0,28,188,78,144.0,Fulham,72,Costa Rica
472,177105,P. Ebert,P. Ebert,Patrick Ebert,8000000.0,90000.0,27,175,72,100767.0,Spartak Moskva,21,Germany
473,177388,D. Payet,D. Payet,Dimitri Payet,8000000.0,100000.0,27,175,77,219.0,Olympique de Marseille,18,France
474,177553,Vieirinha,Vieirinha,Adelino André Vieira de Freitas,7500000.0,80000.0,28,172,73,175.0,VfL Wolfsburg,38,Portugal
475,178213,E. Capoue,E. Capoue,Etienne Capoue,7000000.0,70000.0,25,189,80,18.0,Tottenham Hotspur,18,France
476,178416,J. Lens,J. Lens,Jeremain Marciano Lens,,,26,178,73,,,34,Netherlands
477,180695,Lima,Lima,Rodrigo José Lima dos Santos,7500000.0,80000.0,30,178,78,234.0,SL Benfica,54,Brazil
478,181291,G. Wijnaldum,G. Wijnaldum,Georginio Wijnaldum,8000000.0,80000.0,23,175,74,247.0,PSV,34,Netherlands
479,181458,I. Perišić,I. Perišić,Ivan Perišić,8500000.0,70000.0,25,187,81,175.0,VfL Wolfsburg,10,Croatia
480,183280,A. Rami,A. Rami,Adil Rami,6500000.0,90000.0,28,190,88,47.0,AC Milan,18,France
482,183574,M. Kruse,M. Kruse,Max Bennet Kruse,9500000.0,70000.0,26,180,76,23.0,Borussia Mönchengladbach,21,Germany
483,183666,Roberto,Roberto,Roberto Jiménez Gago,7500000.0,90000.0,28,192,86,280.0,Olympiacos CFP,45,Spain
484,183711,J. Henderson,J. Henderson,Jordan Henderson,8000000.0,70000.0,24,182,67,9.0,Liverpool,14,England
485,183899,P. Piatti,P. Piatti,Pablo Daniel Piatti,8500000.0,70000.0,25,163,63,461.0,Valencia CF,52,Argentina
486,184087,T. Alderweireld,T. Alderweireld,Toby Alderweireld,7500000.0,50000.0,25,187,80,17.0,Southampton,7,Belgium
488,184826,Adrien Silva,Adrien Silva,Adrien Sebastian Perruchet Silva,8500000.0,80000.0,25,175,72,237.0,Sporting CP,38,Portugal
